"Latitude_WGS84";"Name";"AdmArea";"District";"Location";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"55.791432655";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 79";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634345994";"870358411";"{""coordinates"":[37.634345994,55.791432655],""type"":""Point""}";"";
"55.791423672";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 79";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634346308";"870358412";"{""coordinates"":[37.634346308,55.791423672],""type"":""Point""}";"";
"55.731159438";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, проспект Мира, дом 79";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.593500729";"870358413";"{""coordinates"":[37.593500729,55.731159438],""type"":""Point""}";"";
"55.790283172";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 79";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.6336047";"870358414";"{""coordinates"":[37.6336047,55.790283172],""type"":""Point""}";"";
"55.790291978";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 79";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633588442";"870358419";"{""coordinates"":[37.633588442,55.790291978],""type"":""Point""}";"";
"55.79239817";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 84";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.63713539";"870358420";"{""coordinates"":[37.63713539,55.79239817],""type"":""Point""}";"";
"55.792266225";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 92, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.636581743";"870358421";"{""coordinates"":[37.636581743,55.792266225],""type"":""Point""}";"";
"55.792205921";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, проспект Мира, дом 92, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.63519619";"870358422";"{""coordinates"":[37.63519619,55.792205921],""type"":""Point""}";"";
"55.781174099";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, 1-я Миусская улица, дом 22/24, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592448875";"870358423";"{""coordinates"":[37.592448875,55.781174099],""type"":""Point""}";"";
"55.776029648";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592857529";"870358424";"{""coordinates"":[37.592857529,55.776029648],""type"":""Point""}";"";
"55.777898359";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595963113";"870358425";"{""coordinates"":[37.595963113,55.777898359],""type"":""Point""}";"";
"55.777898177";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595947175";"870358426";"{""coordinates"":[37.595947175,55.777898177],""type"":""Point""}";"";
"55.761807604";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, улица Большая Лубянка, дом 12/1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.628114106";"870358478";"{""coordinates"":[37.628114106,55.761807604],""type"":""Point""}";"";
"55.76533475";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, улица Большая Лубянка, дом 24/15, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.630938983";"870358479";"{""coordinates"":[37.630938983,55.76533475],""type"":""Point""}";"";
"55.766040549";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Сретенский бульвар, дом 2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631376491";"870358480";"{""coordinates"":[37.631376491,55.766040549],""type"":""Point""}";"";
"55.766049532";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Сретенский бульвар, дом 2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631376176";"870358482";"{""coordinates"":[37.631376176,55.766049532],""type"":""Point""}";"";
"55.759360926";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Лубянская площадь, владение 1, сооружение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.627897214";"870358483";"{""coordinates"":[37.627897214,55.759360926],""type"":""Point""}";"";
"55.759154944";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Лубянская площадь, владение 1, сооружение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.627155426";"870358484";"{""coordinates"":[37.627155426,55.759154944],""type"":""Point""}";"";
"55.756141817";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Лубянский проезд, дом 15, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.632551833";"870358485";"{""coordinates"":[37.632551833,55.756141817],""type"":""Point""}";"";
"55.755791898";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Лубянский проезд, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633408645";"870358486";"{""coordinates"":[37.633408645,55.755791898],""type"":""Point""}";"";
"55.755809864";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Лубянский проезд, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633408017";"870358487";"{""coordinates"":[37.633408017,55.755809864],""type"":""Point""}";"";
"55.755800704";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Лубянский проезд, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633392402";"870358488";"{""coordinates"":[37.633392402,55.755800704],""type"":""Point""}";"";
"55.757325527";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Маросейка, дом 3/13, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631522386";"870358490";"{""coordinates"":[37.631522386,55.757325527],""type"":""Point""}";"";
"55.726606121";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Лужнецкий проезд, дом 1Б";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.560384338";"870358491";"{""coordinates"":[37.560384338,55.726606121],""type"":""Point""}";"";
"55.726505635";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Лужнецкий проезд, дом 1Б";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.560244724";"870358492";"{""coordinates"":[37.560244724,55.726505635],""type"":""Point""}";"";
"55.726554464";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Лужнецкий проезд, дом 1Б";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.560577321";"870358493";"{""coordinates"":[37.560577321,55.726554464],""type"":""Point""}";"";
"55.7682922";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Луков переулок, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633449544";"870358494";"{""coordinates"":[37.633449544,55.7682922],""type"":""Point""}";"";
"55.768291846";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Луков переулок, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633417675";"870358495";"{""coordinates"":[37.633417675,55.768291846],""type"":""Point""}";"";
"55.728228971";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Люсиновская улица, дом 2, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622763075";"870358496";"{""coordinates"":[37.622763075,55.728228971],""type"":""Point""}";"";
"55.723754669";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Люсиновская улица, дом 31, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622840966";"870358497";"{""coordinates"":[37.622840966,55.723754669],""type"":""Point""}";"";
"55.722269838";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Люсиновская улица, дом 39, строение 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622654403";"870358498";"{""coordinates"":[37.622654403,55.722269838],""type"":""Point""}";"";
"55.727391077";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Люсиновская улица, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622569642";"870358499";"{""coordinates"":[37.622569642,55.727391077],""type"":""Point""}";"";
"55.720869063";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 41, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622751472";"870358500";"{""coordinates"":[37.622751472,55.720869063],""type"":""Point""}";"";
"55.717887381";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 62";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622108176";"870358503";"{""coordinates"":[37.622108176,55.717887381],""type"":""Point""}";"";
"55.717338897";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 64";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622079729";"870358504";"{""coordinates"":[37.622079729,55.717338897],""type"":""Point""}";"";
"55.717329915";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 64";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622080045";"870358505";"{""coordinates"":[37.622080045,55.717329915],""type"":""Point""}";"";
"55.716484999";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 66";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622062035";"870358506";"{""coordinates"":[37.622062035,55.716484999],""type"":""Point""}";"";
"55.715721286";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 68";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622073005";"870358507";"{""coordinates"":[37.622073005,55.715721286],""type"":""Point""}";"";
"55.715712303";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 68";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622073321";"870358508";"{""coordinates"":[37.622073321,55.715712303],""type"":""Point""}";"";
"55.713104802";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 72";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.621942267";"870358509";"{""coordinates"":[37.621942267,55.713104802],""type"":""Point""}";"";
"55.713104624";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 72";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.621926355";"870358510";"{""coordinates"":[37.621926355,55.713104624],""type"":""Point""}";"";
"55.714228898";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 72";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622014117";"870358511";"{""coordinates"":[37.622014117,55.714228898],""type"":""Point""}";"";
"55.714220094";"Городской Wi-Fi";"Южный административный округ";"Даниловский район";"город Москва, Люсиновская улица, дом 72";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622030346";"870358512";"{""coordinates"":[37.622030346,55.714220094],""type"":""Point""}";"";
"55.75698221";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Лялин переулок, дом 24-26, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.653318522";"870358513";"{""coordinates"":[37.653318522,55.75698221],""type"":""Point""}";"";
"55.756973227";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Лялин переулок, дом 24-26, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.653318832";"870358514";"{""coordinates"":[37.653318832,55.756973227],""type"":""Point""}";"";
"55.761028477";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 1/19";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646182568";"870358515";"{""coordinates"":[37.646182568,55.761028477],""type"":""Point""}";"";
"55.761167462";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 1/19";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.645747443";"870358516";"{""coordinates"":[37.645747443,55.761167462],""type"":""Point""}";"";
"55.76080338";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 2/21, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646142556";"870358517";"{""coordinates"":[37.646142556,55.76080338],""type"":""Point""}";"";
"55.760785415";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 2/21, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646143179";"870358518";"{""coordinates"":[37.646143179,55.760785415],""type"":""Point""}";"";
"55.761751932";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648229394";"870358519";"{""coordinates"":[37.648229394,55.761751932],""type"":""Point""}";"";
"55.761751757";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.648213462";"870358520";"{""coordinates"":[37.648213462,55.761751757],""type"":""Point""}";"";
"55.766470759";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Мамоновский переулок, дом 8, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599370549";"870358521";"{""coordinates"":[37.599370549,55.766470759],""type"":""Point""}";"";
"55.766479923";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Мамоновский переулок, дом 8, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.59938616";"870358522";"{""coordinates"":[37.59938616,55.766479923],""type"":""Point""}";"";
"55.752625941";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612311222";"870358524";"{""coordinates"":[37.612311222,55.752625941],""type"":""Point""}";"";
"55.752635463";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612358686";"870358525";"{""coordinates"":[37.612358686,55.752635463],""type"":""Point""}";"";
"55.752869359";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611585545";"870358526";"{""coordinates"":[37.611585545,55.752869359],""type"":""Point""}";"";
"55.754270129";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61228471";"870358527";"{""coordinates"":[37.61228471,55.754270129],""type"":""Point""}";"";
"55.754136117";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.613149938";"870358528";"{""coordinates"":[37.613149938,55.754136117],""type"":""Point""}";"";
"55.754198636";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61311585";"870358530";"{""coordinates"":[37.61311585,55.754198636],""type"":""Point""}";"";
"55.754325284";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612394294";"870358531";"{""coordinates"":[37.612394294,55.754325284],""type"":""Point""}";"";
"55.752860197";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611569936";"870358533";"{""coordinates"":[37.611569936,55.752860197],""type"":""Point""}";"";
"55.756274856";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.617137585";"870358534";"{""coordinates"":[37.617137585,55.756274856],""type"":""Point""}";"";
"55.756275931";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61723316";"870358535";"{""coordinates"":[37.61723316,55.756275931],""type"":""Point""}";"";
"55.756331441";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная площадь, дом 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.617374615";"870358536";"{""coordinates"":[37.617374615,55.756331441],""type"":""Point""}";"";
"55.752326465";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 2-10, сооружение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612847674";"870358537";"{""coordinates"":[37.612847674,55.752326465],""type"":""Point""}";"";
"55.752288736";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 2-10, сооружение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612689674";"870358538";"{""coordinates"":[37.612689674,55.752288736],""type"":""Point""}";"";
"55.748840623";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 7, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611330336";"870358539";"{""coordinates"":[37.611330336,55.748840623],""type"":""Point""}";"";
"55.750774238";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61146877";"870358540";"{""coordinates"":[37.61146877,55.750774238],""type"":""Point""}";"";
"55.750774058";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611452843";"870358541";"{""coordinates"":[37.611452843,55.750774058],""type"":""Point""}";"";
"55.751389558";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Манежная улица, дом 9, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611845248";"870358542";"{""coordinates"":[37.611845248,55.751389558],""type"":""Point""}";"";
"55.740139824";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Мансуровский переулок, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.593767087";"870358543";"{""coordinates"":[37.593767087,55.740139824],""type"":""Point""}";"";
"55.740148624";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Мансуровский переулок, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.593750841";"870358544";"{""coordinates"":[37.593750841,55.740148624],""type"":""Point""}";"";
"55.739853054";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Мансуровский переулок, дом 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.594621629";"870358545";"{""coordinates"":[37.594621629,55.739853054],""type"":""Point""}";"";
"55.756983402";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Мантулинская улица, дом 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.558372991";"870358546";"{""coordinates"":[37.558372991,55.756983402],""type"":""Point""}";"";
"55.756858021";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Мантулинская улица, дом 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.558409488";"870358547";"{""coordinates"":[37.558409488,55.756858021],""type"":""Point""}";"";
"55.741699712";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Марксистская улица, дом 2, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.654418396";"870358548";"{""coordinates"":[37.654418396,55.741699712],""type"":""Point""}";"";
"55.740629693";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Марксистская улица, дом 2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.656000333";"870358549";"{""coordinates"":[37.656000333,55.740629693],""type"":""Point""}";"";
"55.740630042";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Марксистская улица, дом 2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.656032179";"870358550";"{""coordinates"":[37.656032179,55.740630042],""type"":""Point""}";"";
"55.758141201";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Маросейка, дом 14/2, строение 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.638617301";"870358551";"{""coordinates"":[37.638617301,55.758141201],""type"":""Point""}";"";
"55.757878535";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Маросейка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.636809738";"870358552";"{""coordinates"":[37.636809738,55.757878535],""type"":""Point""}";"";
"55.757869376";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Маросейка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.636794122";"870358553";"{""coordinates"":[37.636794122,55.757869376],""type"":""Point""}";"";
"55.757429835";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Маросейка, дом 3/13, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.632012746";"870358554";"{""coordinates"":[37.632012746,55.757429835],""type"":""Point""}";"";
"55.74058878";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.620687068";"870358584";"{""coordinates"":[37.620687068,55.74058878],""type"":""Point""}";"";
"55.740932524";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 17, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622490872";"870358585";"{""coordinates"":[37.622490872,55.740932524],""type"":""Point""}";"";
"55.741152143";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.621240649";"870358587";"{""coordinates"":[37.621240649,55.741152143],""type"":""Point""}";"";
"55.740932703";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 17, строение 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.622506795";"870358588";"{""coordinates"":[37.622506795,55.740932703],""type"":""Point""}";"";
"55.742909583";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.620095433";"870358589";"{""coordinates"":[37.620095433,55.742909583],""type"":""Point""}";"";
"55.741160947";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.62122441";"870358590";"{""coordinates"":[37.62122441,55.741160947],""type"":""Point""}";"";
"55.743088522";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.620025397";"870358591";"{""coordinates"":[37.620025397,55.743088522],""type"":""Point""}";"";
"55.741012262";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.619987171";"870358592";"{""coordinates"":[37.619987171,55.741012262],""type"":""Point""}";"";
"55.771914116";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.684559637";"870358593";"{""coordinates"":[37.684559637,55.771914116],""type"":""Point""}";"";
"55.740994476";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Лаврушинский переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.620003728";"870358594";"{""coordinates"":[37.620003728,55.740994476],""type"":""Point""}";"";
"55.771932252";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.684574968";"870358595";"{""coordinates"":[37.684574968,55.771932252],""type"":""Point""}";"";
"55.771221478";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 4-6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.681139618";"870358596";"{""coordinates"":[37.681139618,55.771221478],""type"":""Point""}";"";
"55.771422152";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.683093647";"870358597";"{""coordinates"":[37.683093647,55.771422152],""type"":""Point""}";"";
"55.771421981";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.683077711";"870358598";"{""coordinates"":[37.683077711,55.771421981],""type"":""Point""}";"";
"55.771627287";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.68378816";"870358599";"{""coordinates"":[37.68378816,55.771627287],""type"":""Point""}";"";
"55.771617962";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Ладожская улица, дом 9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.683756591";"870358600";"{""coordinates"":[37.683756591,55.771617962],""type"":""Point""}";"";
"55.748502841";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Лебяжий переулок, дом 4, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61006775";"870358601";"{""coordinates"":[37.61006775,55.748502841],""type"":""Point""}";"";
